Designator,Mid X,Mid Y,Rotation,Layer
BT1,77.599564,-86.257652,335.0,bottom
C1,93.585679,-80.230515,0.0,top
D1,83.145679,-55.035924,0.0,top
D2,94.675679,-54.930515,0.0,top
M1,68.580679,-70.730515,90.0,top
R1,72.305679,-55.240515,90.0,top
R2,89.665679,-63.170515,0.0,top
RV1,59.355679,-76.770515,180.0,bottom
SW1,99.19567868150934,-92.99051587427091,125.0,top
SW2,68.86585286685994,-103.93196440295974,100.0,top
